title,email,phone,website,address1,address2,city,state,zip,county,longitude,latitude,facebook,twitter,youtube,instagram,public,featured,featured_text,tags,categories,images
The Danish Immigrant Museum,dksec@metc.net,712.764.7001,http://danishmuseum.org,"2212 Washington St.
2212Washington Street",,Elk Horn,,51531,,-95.0688972,41.5933491,,,,,TRUE,FALSE,,"Historical, Museums",museum,
VikingHjem (Viking Smithy's Home),info@danishwindmill.com,712.764.7472,http://www.danishwindmill.com,"4038 Main St.
4038Main Street",,Elk Horn,,51531,,-95.060834,41.5897549,,,,,TRUE,FALSE,,Historical,museum,
Audubon County Courthouse Museum,aced@iowatelecom.net,712.268.5564,http://,"200 E Washington St.
200East Washington Street",,Exira,,50076,,-94.8753241,41.591163,,,,,TRUE,FALSE,,"Agri-tourism, Historical, Museums",museum,
Bierbaum AC Museum,rwbsab@netins.net,712.778.2586,http://,"706 Cass St.
706Cass Street",,Griswold,,51535,,-95.1427199,41.2323554,,,,,TRUE,FALSE,,"Agri-tourism, Historical, Museums",museum,
Cass County Historical Society Museum,casshistory@netins.net,712.778.5040,http://cchmiowa.org,"420 Main St.
420Main Street",,Griswold,,51535,,-95.1436235,41.234723,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Rush IH Antique Farm Display,hdrush@netins.net,712.778.2213,http://,"500 Main St.
500Main Street",,Griswold,,51535,,-95.1426879,41.2347105,,,,,TRUE,FALSE,,"Agri-tourism, Historical",museum,
Shelby County Historical Museum,shelbyco.museum@gmail.com,712.755.2437,http://,"1805 Morse Ave.
1805Morse Avenue",,Harlan,,51537,,-95.327538,41.6511799,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Hitchcock Nature Center,cindy.thompson@pottcounty.com,712.545.3283,http://pottcoconservation.com,"27792 Ski Hill Loop
27792Ski Hill Loop",,Honey Creek,,51542,,-95.856667,41.414472,,,,,TRUE,FALSE,,"Nature, Family Fun, Historical, Museums, Outdoor Recreation & Sports",museum,
Little Mermaid/Danish Attractions,elilehoj@metc.net,712.764.4343,http://,"401 W Odense
401Odense Street",,Kimballton,,51543,,-95.0749785,41.6274619,,,,,TRUE,FALSE,,"Arts / Culture, Historical, Museums",museum,
A Place to Remember Historical Museum,coltrainmotorsports@yahoo.com,712.675.4382,http://,"2973 Hwy. 39
2973Highway 39",,Kiron,,51448,,-95.2899861,42.2108114,,,,,TRUE,FALSE,,"Historical, Museums",museum,
The Reverend George B. Hitchcock House,shfair@mchsi.com,712.769.2323,http://hitchcockhouse.org,"63788 567th Ln.
63788567th Lane",,Lewis,,51544,,-95.1037922,41.3038581,,,,,TRUE,FALSE,,"Historical, Museums, National Historic Landmark, History",museum,
Museum of Religious Arts,museum@loganet.net,712.644.3888,http://mrarts.org,"2697 Niagara Trl.
2697Niagara Trail",,Logan,,51546,,-95.8199106,41.6172252,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Stempel Bird Collection,macedoniacityhall@gmail.com,712.486.2323,http://,"311 Main St.
311Main Street",,Macedonia,,51549,,-95.424812,41.192637,,,,,TRUE,FALSE,,"Museums, Nature",museum,
Manning Hausbarn - Heritage Park,heritag@mmctsu.com,712.655.3131,http://germanhausbarn.com,"12196 311th St.
12196311th Street",,Manning,,51455,,-95.050014,41.904902,,,,,TRUE,FALSE,,"Historical, Museums",museum,
DeSoto National Wildlife Refuge,DeSoto@fws.gov,712.388.4800,http://fws.gov/midwest/desoto,"1434 316th Ln.
1434316th Lane",,Missouri Valley,,51555,,-96.0279107,41.5484794,,,,,TRUE,FALSE,,"Nature, Family Fun, Historical, Museums, Outdoor Recreation & Sports",museum,
Harrison County Historical Village & Welcome Center,welcome@harrisoncountyparks.org,712.642.2114,http://harrisoncountyparks.org/welcome,"2931 Monroe Ave.
2931Monroe Avenue",,Missouri Valley,,51555,,-95.8466145,41.5838077,,,,,TRUE,FALSE,,"Historical, Museums, Shopping, Welcome Centers",museum,
Watson Steam Train and Depot Museum,dearleywine@missourivalleychamber.com,712.642.2553,http://,"800 W Huron St.
800West Huron Street",,Missouri Valley,,51555,,-95.9046206,41.5573172,,,,,TRUE,FALSE,,"Amusement / Water Parks, Family Fun, Historical, Museums",museum,
Western Skies Scenic Byway,troy.siefert@dot.iowa.gov,712.642.2114,http://iowabyways.org/western-skies,"4038 Main St.
4038Main Street",,Missouri Valley,,51555,,-95.9960502,41.5583398,,,,,TRUE,FALSE,,Byways & Historic Drives,museum,
Wisecup Farm Museum,wisecupfarmmuseum@hotmail.com,712.642.2114,http://,"1200 Canal St.
1200Canal Street",,Missouri Valley,,51555,,-95.8796651,41.5499155,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums",museum,
Loess Hills Visitors Center and Gift Shop,loesshil@longlines.com,712.886.5441,http://loesshillstours.com,"119 Oak St.
119Oak Street",,Moorhead,,51558,,-95.8513091,41.9216651,,,,,TRUE,FALSE,,"Agri-tourism, Historical, Museums, Nature, Outdoor Recreation & Sports",museum,
Moorhead Cultural Center of the Loess Hills,picklefarm@wildblue.net,712.886.5384,http://,"120 Oak St.
120Oak Street",,Moorhead,,51558,,-95.8513461,41.9216863,,,,,TRUE,FALSE,,Historical,museum,
Nishna Heritage Museum,oaklandclerk@frontiernet.net,712.482.6802,http://,"117-123 N Main
117South Main Street",,Oakland,,51560,,-95.396993,41.309675,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Kiwanis Museum Complex,jmvirtue@longlines.com,712.433.1259,http://,"203 N 12th St.
20312th Street",,Onawa,,51040,,-96.0998333,42.0364456,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Lewis & Clark Keelboat Display,jeff.poen@dnr.iowa.gov,712.423.2829,http://www.exploreiowaparks.com,"Hwy. 175 W
Lewis & Clark State Park21914Park Loop",,Onawa,,51040,,-96.1695869,42.0457838,,,,,TRUE,FALSE,,Historical,museum,
Monona County Historical Museum,jrobbins@longlines.com,712.433.1661,http://,"47 12th St.
12th Street",,Onawa,,51040,,-96.0999036,42.0281267,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Guthrie County Historical Village,gchv@netins.net,641.755.2989,http://panora.org/museum,"206 W South St.
206West South Street",,Panora,,50216,,-94.3658925,41.6881572,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Loess Hills State Forest Visitor Center,loesshills_forest@dnr.iowa.gov,712.456.2924,http://iowadnr.gov/forestry/loesshills.html,"206 Polk St.
206Polk Street",,Pisgah,,51564,,-95.9287754,41.8318074,,,,,TRUE,FALSE,,"Nature, Byways & Historic Drives, Outdoor Recreation & Sports",museum,
Carstens 1880 Farmstead,info@carstensfarm.com,712.544.2341,http://carstensfarm.com,"32409 380th St.
32409380th Street",,Shelby,,51570,,-95.459023,41.483061,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums, Family Fun",museum,
Monroe #8 One-Room Country Schoolhouse,nnasmith@walnutel.net,712.784.2100,http://,"610 Highland St.
610Highland Street",,Walnut,,51577,,-95.2212629,41.477535,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Walnut Creek Historical Museum,citywaln@walnutel.net,712.784.2100,http://walnutiowa.org,"304 Antique City Dr.
304Antique City Drive",,Walnut,,51577,,-95.222453,41.4776219,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Taylor County Historical Museum and Round Barn,taylorcomuseum@frontiernet.net,712.523.2041,http://,"1001 Pollock Blvd.
1001Pollock Boulevard",,Bedford,,50833,,-94.7256954,40.6767594,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums",museum,
Glenn Miller Birthplace Museum and Home,gmbs@glennmiller.org,712.542.2461,http://glennmiller.org,"122 W Clark St.
122West Clark Street",,Clarinda,,51632,,-95.0381639,40.7330874,,,,,TRUE,FALSE,,"Arts / Culture, Famous Iowans, Historical, Museums",museum,
Nodaway Valley Historical Society Museum and Goldenrod School,nvm@iowatelecom.net,712.542.3073,http://nodawayvalleymuseum.org,"1600 S 16th St.
1600South 16th Street",,Clarinda,,51632,,-95.037877,40.7245538,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Promenade Around Clarinda,chamber@clarinda.org,712.542.2166,http://clarinda.org,"115 E Main St.
115East Main Street",,Clarinda,,51632,,-95.0376518,40.7382547,,,,,TRUE,FALSE,,Historical,museum,
House of History,nosilla4@yahoo.com,641.322.5229,http://,"1000 Benton Ave.
1000Benton Avenue",,Corning,,50841,,-94.7351546,40.991894,,,,,TRUE,FALSE,,Museums,museum,
America's French Icarian Village,icaria@frontiernet.net,641.322.4717,http://icaria.net,"710 Davis Ave., Ste. 1
710Davis Avenue",,Corning,,50841,,-94.7344286,40.9891377,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Johnny Carson Birthplace,acedc@frontiernet.net,641.322.5229,http://johnnycarsonbirthplace.org,"500 13th St.
50013th Street",,Corning,,50841,,-94.7343359,40.9945805,,,,,TRUE,FALSE,,"Famous Iowans, Historical, Museums",museum,
C.B. & Q. Restored Depot,tourism@crestoniowachamber.com,641.782.7021,http://unioncountyiowatourism.com,"116 W Adams
116West Adams Street",,Creston,,50801,,-94.3616475,41.0573441,,,,,TRUE,FALSE,,"Historical, Museums, Arts / Culture",museum,
Union County Historical Village & Museum,tourism@crestoniowachamber.com,641.782.4000,http://,"W Adams and Spillway Rd.
West Adams Street",,Creston,,50801,,-94.3847528,41.0573298,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Union County Visitors Center,tourism@crestoniowachamber.com,641.782.7021,http://unioncountyiowatourism.com,"636 New York Ave.
636New York Avenue",,Creston,,50801,,-94.3755326,41.0483505,,,,,TRUE,FALSE,,"Historical, Famous Iowans",museum,
Diagonal Printing Museum,ringgoldtourism@gmail.com,641.734.5540,http://,"100 E 1st St.
1st Street",,Diagonal,,50845,,-94.3428235,40.8058588,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Ellston Pioneer Museum,linbobswanson@yahoo.com,641.783.2155,http://,"Main St
Main Street",,Ellston,,50074,,-94.1066237,40.8400806,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Adair County Historical Museum,heritagecntr@mddc.com,641.743.2232,http://adaircountymuseum.com,"2393 S Lakeview Dr.
2393Lakeview Drive South",,Greenfield,,50849,,-94.4705826,41.3040132,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Henry A. Wallace Country Life Center,info@wallace.org,641.337.5019,http://wallace.org,"2773 290th St.
2773290th Street",,Orient,,50858,,-94.3617586,41.2298042,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums",museum,
Iowa Aviation Museum,aviation@iowatelecom.net,641.343.7184,http://flyingmuseum.com,"2251 Airport Rd.
2251Airport Road",,Greenfield,,50849,,-94.4442398,41.3236365,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Indian Creek Historical Museum,emma@netins.net,712.824.7730,http://visitmillscounty.com,"59256 380th St.
59256380th Street",,Hastings,,51540,,-95.4616533,41.028019,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Mount Pisgah/Mormon Trail,tourism@crestoniowachamber.com,641.769.2504,http://unioncountyiowatourism.com,"1 mile off Hwy. 169
U.S. 169",,Lorimor,,50149,,-94.0282014,41.7696159,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Arts / Culture, Outdoor Recreation & Sports",museum,
Heritage Homes Tour,lanarwhite@yahoo.com,712.624.8212,http://visitmillscounty.com,"Main St.
Main Street",,Malvern,,51551,,-95.5851465,41.0071601,,,,,TRUE,FALSE,,Historical,museum,
Kline Museum,zeekers_2000@hotmail.com,641.344.4873,http://,"112 6th Ave.
1126th Avenue",,Prescott,,50859,,-94.6093008,41.0229867,,,,,TRUE,FALSE,,"Historical, Museums",museum,
The Restored Burlington Northern Depot & World War II Memorial Museum,jacky@depothill.net,712.623.6340,http://depothill.net,"305 S 2nd St.
305South 2nd Street",,Red Oak,,51566,,-95.2303903,41.0029987,,,,,TRUE,FALSE,,"Historical, Museums, Arts / Culture",museum,
Heritage Hill Tour,chamspec@redoakiowa.com,712.623.4821,http://redoakiowa.com,"Starts at 1st and Coolbaugh
",,Red Oak,,51566,,-95.2272222,41.0116667,,,,,TRUE,FALSE,,"Historical, Arts / Culture, Outdoor Recreation & Sports",museum,
Montgomery County History Center,mchsociet@qwestoffice.net,712.623.2289,http://freewebs.com/montgomerycountyhistorycenter,"2700 N. 4th
2700North 4th Street",,Red Oak,,51566,,-95.2281879,41.0296401,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Greater Shenandoah Historical Museum,gshmuseum@hotmail.com,712.246.1669,http://www.greatershenandoahhs.org,"800 W Sheridan Ave.
800West Sheridan Avenue",,Shenandoah,,51601,,-95.3751742,40.7659185,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Iowa Walk of Fame,chamber@shenandoahiowa.net,712.246.3455,http://shenandoahiowa.net,"Sheridan Ave.
West Sheridan Avenue",,Shenandoah,,51601,,-95.3751258,40.7659321,,,,,TRUE,FALSE,,"Famous Iowans, Historical",museum,
Fremont County Historical Museum Complex,tllewis@wildblue.net,712.374.6098,http://,"Indiana St.
Indiana Street",,Sidney,,51652,,-95.646518,40.748604,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Swedish Heritage & Cultural Center,shcc@myfmtc.com,712.829.2840,http://stantoniowa.com,"410 Hilltop Ave.
410Hilltop Avenue",,Stanton,,51573,,-95.1022369,40.9817831,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Villisca Axe Murder House,dmlinn@wildblue.net,712.621.1530,http://villiscaiowa.com,"508 E 2nd St.
508East 2nd Street",,Villisca,,50864,,-94.9742943,40.9305104,,,,,TRUE,FALSE,,Historical,museum,
Ackley Heritage Center,ackleyhc@mchsi.com,641.847.2201,http://,"120 State St.
120State Street",,Ackley,,50601,,-93.0514882,42.5564273,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Beaman Heritage Center,bcmlib@heartofiowa.net,641.366.2912,http://,"223 Main St.
223Main Street",,Beaman,,50609,,-92.8234551,42.2202326,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Belmond Historical Museum,belmondhistory@kalnet.com,515.571.3264,http://belmondmuseum.com,"223 E Main St.
223East Main Street",,Belmond,,50421,,-93.6152047,42.8459133,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Jenison Meacham Memorial Art Center and Museum,cityhall@kalnet.com,641.444.3557,http://belmondartscenter.org,"1179 Taylor Ave.
1179Taylor Avenue",,Belmond,,50421,,-93.6025254,42.8807055,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Hancock County Agricultural Museum,cityofbritt@mchsi.com,641.843.3820,http://hancockcountyfair.com,"2210 Jewel Ave
Hancock County Fairgrounds",,Britt,,50423,,-93.8018875,43.0977399,,,,,TRUE,FALSE,,"Historical, Agri-tourism",museum,
Hobo Museum and Hobo Gift Shop,lindah@hobo.com,641.843.9104,http://hobo.com,"51 Main Ave. S
51Main Avenue South",,Britt,,50423,,-93.8017784,43.0964564,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Carrie Lane Chapman Catt Girlhood Home and Museum,visit@catt.org,641.228.3336,http://catt.org,"2379 Timber Ave.
2379Timber Avenue",,Charles City,,50616,,-92.654311,43.01245,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Floyd County Museum,fchs@fiai.net,641.228.1099,http://floydcountymuseum.org,"500 Gilbert St.
500Gilbert Street",,Charles City,,50616,,-92.678935,43.062916,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums",museum,
Mooney Art Collection,director@charles-city.lib.ia.us,641.257.6319,http://www.charles-city.lib.ia.us/artgal,"106 Milwaukee Mall
",,Charles City,,50616,,-92.6724112,43.0663612,,,,,TRUE,FALSE,,"Historical, Museums, Arts / Culture",museum,
4-H Schoolhouse Museum,xwright@iastate.edu,515.532.3453,http://clarion-iowa.com,"200 W Central Ave.
200Central Avenue West",,Clarion,,50525,,-93.734132,42.731623,,,,,TRUE,FALSE,,"Agri-tourism, Historical, Museums",museum,
Heartland Museum,hmf@wmtel.net,515.602.6000,http://heartlandmuseum.org,"119 9th St. SW and Hwy. 3 W
Highway 3",,Clarion,,50525,,-93.7443317,42.7316546,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums",museum,
Rock Island Depot,clarionchamber@gmail.com,515.532.2256,http://clarioniowa.com,"302 S Main St.
302South Main Street",,Clarion,,50525,,-93.7328471,42.7298356,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Clear Lake Arts Center,clac@netins.net,641.357.1998,http://clartscenter.com,"17 S 4th St
17South 4th Street",,Clear Lake,,50428,,-93.380728,43.135818,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Clear Lake Fire Museum,bkrefft@clearlakefire.com,641.357.2613,http://clearlakefire.com,"112 N 6th St.
112North 6th Street",,Clear Lake,,50428,,-93.3798407,43.1385387,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Iowa Trolley Park,staff@iowatrolleypark.org,641.357.7433,http://iowatrolleypark.org,"3429 Main Ave.
3429Main Avenue",,Clear Lake,,50428,,-93.346294,43.135877,,,,,TRUE,FALSE,,"Historical, Family Fun, Outdoor Recreation & Sports",museum,
Surf Ballroom and Museum,thesurf@surfballroom.com,641.357.6151,http://surfballroom.com,"460 N Shore Dr.
460North Shore Drive",,Clear Lake,,50428,,-93.389522,43.140123,,,,,TRUE,FALSE,,"Arts / Culture, Historical",museum,
Conrad Heritage Hall,chhm@heartofiowa.net,641.366.2300,http://conrad.govoffice.com,"204 E Center
204East Center Street",,Conrad,,50621,,-92.8728093,42.2245123,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Tyden Farm No. 6 Tours,tyden6@netins.net,641.426.5277,http://tydenfarm.com,"1145 300th St.
1145300th Street",,Dougherty,,50433,,-92.996605,42.923007,,,,,TRUE,FALSE,,"Agri-tourism, Historical",museum,
1880 One-Room Schoolhouse,dowsdepot@fbx.com,515.852.3595,http://dowsiowa.com,201 E Ellsworth,,Dows,,50071,,-93.4958394,42.6565552,,,,,TRUE,FALSE,,,museum,
Dows Depot Welcome Center,dowsdepot@fbx.com,515.852.3595,http://dowsiowa.com,"1896 Railroad St.
Railroad Avenue",,Dows,,50071,,-93.4981686,42.6562692,,,,,TRUE,FALSE,,"Historical, Welcome Centers",museum,
Evans Little Prairie House,dowsdepot@fbx.com,515.852.3595,http://dowsiowa.com,"201 W Railroad St
201Railroad Avenue",,Dows,,50071,,-93.4979411,42.6559,,,,,TRUE,FALSE,,Historical,museum,
Quasdorf Blacksmith Wagon Museum,dowsdepot@fbx.com,515.852.3595,http://dowsiowa.com,"1896 Railroad St.
Railroad Avenue",,Dows,,50071,,-93.4981686,42.6562692,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Eagle Grove Historical Museum,chamber@eaglegrove.com,515.532.6422,http://,"401 W Broadway
401West Broadway Street",,Eagle Grove,,50533,,-93.9059757,42.6640942,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Eldora Welcome Center and Railroad Museum,eldoraecondev@heartofiowa.net,641.939.3241,http://eldoraiowa.com,"1215 Park St.
1215Park Street",,Eldora,,50627,,-93.0848163,42.3614695,,,,,TRUE,FALSE,,"Historical, Museums, Nature",museum,
Grand Theatre,eldoraecondev@heartofiowa.net,641.939.3522,http://eldoraiowa.com,"1148 Edgington Ave.
1148Edgington Avenue",,Eldora,,50627,,-93.0979626,42.3607306,,,,,TRUE,FALSE,,"Arts / Culture, Family Fun, Historical",museum,
Hardin County Farm Museum,farmmuseum@heartofiowa.net,641.939.7107,http://www.eldoraiowa.com,"203 N Washington St.
203Washington Street",,Eldora,,50627,,-93.0995591,42.3720702,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums",museum,
Hardin County Historical House,dlbabcock@heartofiowa.net,641.939.5137,http://hardincountyhistoricalsociety.org,"1603 Washington
1603Washington Street",,Eldora,,50627,,-93.09912,42.357615,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Heritage Park of North Iowa,tours@heritageparkofnorthiowa.com,641.512.1927,http://heritageparkofnorthiowa.com,"1225 Hwy. 69 S
1225Old Highway 69",,Forest City,,50436,,-93.6366596,43.2510861,,,,,TRUE,FALSE,,"Historical, Agri-tourism",museum,
Winnebago Industries Visitors Center,wit@winnebagoind.com,641.585.6936,http://winnebagoind.com,"1045 S 4th St.
1045South 4th Street",,Forest City,,50436,,-93.6376997,43.2555736,,,,,TRUE,FALSE,,Museums,museum,
Blanden Memorial Art Museum,pkay@blanden.org,515.573.2316,http://blanden.org,"920 3rd Ave. S
9203rd Avenue South",,Fort Dodge,,50501,,-94.184527,42.502678,,,,,TRUE,FALSE,,"Arts / Culture, Museums, Family Fun, Historical",museum,
Dragoon Trail,tourism@iowa.gov,515.573.4282,http://,"Fort Dodge to Lake Red Rock
",,Fort Dodge,,50501,,-94.1680158,42.4974694,,,,,TRUE,FALSE,,"Historical, Nature, Byways & Historic Drives",museum,
Fort Museum & Frontier Village,thefort@frontiernet.net,515.573.4231,http://fortmuseum.com,"1 Museum Rd
Museum Road",,Fort Dodge,,50501,,-94.1984033,42.4883843,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Ringland-Smeltzer House,fdconvention@frontiernet.net,515.573.2229,http://smeltzertrust.org,"1020 3rd Ave. S
10203rd Avenue South",,Fort Dodge,,50501,,-94.183342,42.5028409,,,,,TRUE,FALSE,,Historical,museum,
Franklin County Historical Museum,mail@fchsmuseum.org,641.456.5777,http://fchsmuseum.org,"1008 Central Ave W
1008Central Avenue West",,Hampton,,50441,,-93.219868,42.7417302,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Iowa Falls Historical Dow House,chamber@iowafallschamber.com,641.648.4603,http://,"519 Stevens St.
519Stevens Street",,Iowa Falls,,50126,,-93.26454,42.521952,,,,,TRUE,FALSE,,Historical,museum,
Iowa Falls Historical Museum,chamber@iowafallschamber.com,641.648.5549,http://,"520 Rocksylvania Ave.
520Rocksylvania Avenue",,Iowa Falls,,50126,,-93.2635836,42.5214368,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Pat Clark Art Collection,eccalum@iavalley.edu,641.648.8576,http://patclarkart.org,"520 Rocksylvania Ave.
520Rocksylvania Avenue",,Iowa Falls,,50126,,-93.2635836,42.5214368,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
1901 Victorian House & Gardens,lmcdc@wctatel.net,641.592.5253,http://lakemillsiowa.com,"308 S Lincoln
308South Lincoln Street",,Lake Mills,,50450,,-93.5301169,43.4165201,,,,,TRUE,FALSE,,"Historical, Nature",museum,
Country School Museum,lmcdc@wctatel.net,641.592.5253,http://lakemillsiowa.com,"308 N Mill
308North Mill Street",,Lake Mills,,50450,,-93.5347824,43.4225825,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Charles H. MacNider Art Museum,macniderinformation@masoncity.net,641.421.3666,http://macniderart.org,"303 2nd St. SE
3032nd Street Southeast",,Mason City,,50401,,-93.195701,43.1493759,,,,,TRUE,FALSE,,"Arts / Culture, Family Fun, Museums",museum,
Frank Lloyd Wright Stockman House and Architectural Interpretive Center,mcpt@rconnect.com,641.421.3666,http://stockmanhouse.org,"530 1st St. NE
5301st Street Northeast",,Mason City,,50401,,-93.1920109,43.152347,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Historic Park Inn Hotel,info@wrightonthepark.org,641.423.0689,http://wrightonthepark.org,"7 W State St.
7West State Street",,Mason City,,50401,,-93.2013527,43.1518001,,,,,TRUE,FALSE,,"Arts / Culture, Historical",museum,
Kinney Pioneer Museum,ricshar@mchsi.com,641.423.1258,http://,"Hwy. 122 W at airport entrance
",,Mason City,,50402,,-93.2,43.15,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Meredith Willson Boyhood Home,mmsquare@mach3ww.com,641.424.2852,http://themusicmansquare.org,"314 S Pennsylvania Ave.
314South Pennsylvania Avenue",,Mason City,,50401,,-93.198502,43.149048,,,,,TRUE,FALSE,,"Museums, Arts / Culture, Historical",museum,
The Music Man Square,mmsquare@mach3ww.com,641.424.2852,http://themusicmansquare.org,"308 S Pennsylvania Ave.
308South Pennsylvania Avenue",,Mason City,,50401,,-93.1978349,43.149929,,,,,TRUE,FALSE,,"Arts / Culture, Historical, Museums",museum,
Grundy County Museum,gccb@gccourthouse.org,319.345.2688,http://grundycounty.org,"204 4th St
2044th Street",,Morrison,,50669,,-92.67364,42.3415074,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Worth County Historical Society Museum,president@worthhistory.org,641.324.1180,http://worthhistory.org,"917 Central Ave.
917Central Avenue",,Northwood,,50459,,-93.2193738,43.4440342,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Mitchell County Historical Museum,mitchellcountyhistoricalsociety@yahoo.com,641.832.2574,http://sites.google.com/site/mitchellcohistoricalsociety,"809 Sawyer Dr.
809Sawyer Drive",,Osage,,50461,,-92.8079081,43.2781895,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Milton R. Owen Nature Center,chelsea@osage.net,641.732.5204,http://,"18793 Hwy. 9
18793Highway 9",,Osage,,50461,,-92.7560494,43.2843425,,,,,TRUE,FALSE,,"Nature, Family Fun, Historical, Outdoor Recreation & Sports",museum,
Parkersburg Historical Home,pedofc@mchsi.com,319.346.1461,http://,"401 5th St.
4015th Street",,Parkersburg,,50665,,-92.7897485,42.5763779,,,,,TRUE,FALSE,,Historical,museum,
Brown Opera Block Stage Paintings,director@riceville.lib.ia.us,641.985.2273,http://,"307 Woodland Ave.
307Woodland Avenue",,Riceville,,50466,,-92.5542305,43.3619709,,,,,TRUE,FALSE,,"Arts / Culture, Historical",museum,
Fossil & Prairie Park Preserve and Center,fpcenter@myomnitel.com,641.756.3490,http://fossilcenter.com,"1227 215th St
1227215th Street",,Rockford,,50468,,-92.975791,43.047247,,,,,TRUE,FALSE,,"Nature, Family Fun, Historical, Outdoor Recreation & Sports",museum,
Kendall Young Library,info@kendall-young.lib.ia.us,515.832.9100,http://kendall-young.lib.ia.us,"1201 Willson Ave.
1201Willson Avenue",,Webster City,,50595,,-93.8193016,42.4654332,,,,,TRUE,FALSE,,Historical,museum,
The Hemken Collection,ahemken@q.com,515.689.1047,http://the-hemken-collection.org,"202 Main St.
202Main Street",,Williams,,50271,,-93.5446175,42.4881094,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Adel Historical Museum,donprice555@msn.com,515.993.1032,http://adeliowa.org,"1129 Main St
1129Main Street",,Adel,,50003,,-94.022406,41.6169439,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Brunnier Art Museum,dwitter@iastate.edu,515.294.3342,http://www.museums.iastate.edu,"295 Scheman Bldg.
",,Ames,,50011,,-93.6367398,42.021491,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Farm House Museum,aclone@iastate.edu,515.294.7426,http://www.museums.iastate.edu,"Farm House Ln.
Iowa State University Campus",,Ames,,50011,,-93.6480307,42.0288663,,,,,TRUE,FALSE,,"Agri-tourism, Arts / Culture, Historical, Museums, National Historic Landmark, History",museum,
Octagon Center for the Arts,info@octagonarts.org,515.232.5331,http://octagonarts.org,"427 Douglas Ave.
427Douglas Avenue",,Ames,,50010,,-93.6121057,42.0257584,,,,,TRUE,FALSE,,"Arts / Culture, Museums, Family Fun, Shopping",museum,
Ankeny Area Historical Society Museum,history@ankenyhistorical.org,515.965.5795,http://ankenyhistorical.org,"301 SW 3rd
301Southwest 3rd Street",,Ankeny,,50023,,-93.603164,41.7296135,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Boone & Scenic Valley Railroad and Museum,bandsvrr@tdsi.net,515.432.4249,http://www.scenic-valleyrr.com,"225 10th St
22510th Street",,Boone,,50036,,-93.8918369,42.0667231,,,,,TRUE,FALSE,,Historical,museum,
